Player,Season,Team,S/C,GP,GS,W,L,T,OT,SA,Svs,GA,Sv%,GAA,TOI,SO,G,A,P,PIM,Actual GP,Prop GP,25+,True_Adj_GAA,True_Adj_Sv%,GSAA
Alfie Michaud,19992000,VAN,L,2.0,0.0,0.0,1.0,0,0,27,22,5.0,0.815,4.32,69.38333333333334,0.0,0.0,0.0,0.0,0.0,1.156388888888889,0.01410230352303523,N,4.488337371467211,0.8181547351750315,-2.418575242377407
Martin Brodeur,20002001,NJD,L,72.0,72.0,42.0,17.0,11,0,1762,1596,166.0,0.9059999999999999,2.32,4296.5,9.0,0.0,1.0,1.0,14.0,71.60833333333333,0.8732723577235773,Y,2.4081699961418357,0.9104941269196417,4.199670064219561
Patrick Roy,20002001,COL,L,62.0,60.0,40.0,13.0,7,0,1513,1381,132.0,0.9129999999999999,2.21,3584.5,4.0,0.0,5.0,5.0,10.0,59.74166666666667,0.7285569105691057,Y,2.293926898360029,0.9175286686588301,14.147616803157888
Dominik Hasek,20002001,BUF,L,67.0,67.0,37.0,24.0,4,0,1726,1589,137.0,0.9209999999999999,2.11,3904.1833333333334,11.0,0.0,3.0,3.0,22.0,65.06972222222223,0.7935331978319784,Y,2.190333097225643,0.9255676042492873,29.72226477346365
Olie Kolzig,20002001,WSH,L,72.0,72.0,37.0,26.0,8,0,1941,1764,177.0,0.909,2.48,4278.8,5.0,0.0,2.0,2.0,14.0,71.31333333333333,0.8696747967479674,Y,2.574053670109222,0.9135091344515988,10.490101926589205
Arturs Irbe,20002001,CAR,L,77.0,76.0,37.0,29.0,9,0,1947,1767,180.0,0.9079999999999999,2.45,4405.65,6.0,0.0,2.0,2.0,6.0,73.4275,0.8954573170731707,Y,2.5429448648179123,0.912502661311861,8.069669475048528
Patrick Lalime,20002001,OTT,L,60.0,60.0,36.0,19.0,5,0,1640,1499,141.0,0.914,2.35,3606.983333333333,7.0,0.0,1.0,1.0,2.0,60.116388888888885,0.7331266937669376,Y,2.439443891287924,0.9185351910220287,17.415129912213445
Tommy Salo,20002001,EDM,L,73.0,72.0,36.0,25.0,12,0,1856,1677,179.0,0.904,2.46,4364.066666666667,8.0,0.0,1.0,1.0,4.0,72.73444444444445,0.8870054200542006,Y,2.5533439103313764,0.9084828489249469,0.2795616567488537
Roman Cechmanek,20002001,PHI,L,59.0,57.0,35.0,15.0,6,0,1464,1349,115.0,0.9209999999999999,2.01,3431.483333333333,10.0,0.0,1.0,1.0,4.0,57.19138888888889,0.6974559620596206,Y,2.0862703366952453,0.9255723880522392,26.414481824073448
Ed Belfour,20002001,DAL,L,63.0,62.0,35.0,20.0,7,0,1508,1364,144.0,0.905,2.34,3687.4166666666665,8.0,0.0,1.0,1.0,4.0,61.45694444444444,0.7494749322493224,Y,2.4286839316094175,0.909487538730285,1.6646438461084472
Curtis Joseph,20002001,TOR,L,68.0,68.0,33.0,27.0,8,0,1907,1744,163.0,0.915,2.39,4100.066666666667,6.0,0.0,1.0,1.0,8.0,68.33444444444444,0.8333468834688347,Y,2.480968613879938,0.9195372502755942,21.20588581865306
Evgeni Nabokov,20002001,SJS,L,66.0,65.0,32.0,21.0,7,0,1582,1447,135.0,0.915,2.19,3699.5333333333333,6.0,0.0,2.0,2.0,8.0,61.65888888888889,0.7519376693766938,Y,2.273169975224372,0.9195380620484608,17.812643610440034
Felix Potvin,20002001,"VAN,LAK",L,58.0,58.0,27.0,22.0,8,0,1485,1336,149.0,0.9,2.62,3416.116666666667,6.0,0.0,5.0,5.0,4.0,56.93527777777778,0.6943326558265582,Y,2.7196171108546254,0.9044636258594599,-5.557031756318935
Jocelyn Thibault,20002001,CHI,L,66.0,65.0,27.0,32.0,7,0,1711,1531,180.0,0.895,2.81,3844.4166666666665,6.0,0.0,3.0,3.0,2.0,64.0736111111111,0.7813855013550135,Y,2.91671805497052,0.8994396027423092,-14.726654097684644
Sean Burke,20002001,PHX,L,62.0,60.0,25.0,22.0,13,0,1767,1629,138.0,0.922,2.27,3643.8,4.0,0.0,1.0,1.0,16.0,60.730000000000004,0.7406097560975611,Y,2.356063685582142,0.9265741703994649,32.682643021269
Chris Osgood,20002001,DET,L,52.0,48.0,25.0,19.0,4,0,1310,1183,127.0,0.903,2.69,2834.016666666667,1.0,0.0,0.0,0.0,8.0,47.23361111111112,0.5760196476964771,Y,2.792187373176304,0.9074807806141189,-0.4610852530490206
Manny Legace,20002001,DET,L,39.0,34.0,24.0,5.0,5,0,909,836,73.0,0.92,2.05,2136.4333333333334,2.0,0.0,2.0,2.0,4.0,35.60722222222223,0.4342344173441735,Y,2.127821054872585,0.9245630278451387,14.804483591586589
Roman Turek,20002001,STL,R,54.0,53.0,24.0,18.0,10,0,1248,1125,123.0,0.9009999999999999,2.28,3232.1,6.0,0.0,1.0,1.0,6.0,53.86833333333333,0.656930894308943,Y,2.366394034976436,0.9054731192197264,-2.449949920461961
Ron Tugnutt,20002001,CBJ,L,53.0,53.0,22.0,25.0,5,0,1528,1401,127.0,0.917,2.44,3128.95,4.0,0.0,1.0,1.0,2.0,52.149166666666666,0.6359654471544716,Y,2.5328671292764553,0.9215492643849693,20.596535674306182
Byron Dafoe,20002001,BOS,L,45.0,45.0,22.0,14.0,7,0,1076,975,101.0,0.9059999999999999,2.39,2536.4666666666667,2.0,0.0,2.0,2.0,6.0,42.27444444444445,0.5155420054200542,Y,2.48077863683568,0.9104961335583254,2.9357803570376007
Mike Dunham,20002001,NSH,L,48.0,47.0,21.0,21.0,4,0,1381,1274,107.0,0.9229999999999999,2.28,2810.4,4.0,0.0,0.0,0.0,2.0,46.84,0.571219512195122,Y,2.366342995813145,0.9275769122522046,26.39713073705289
Jose Theodore,20002001,MTL,R,59.0,55.0,20.0,29.0,5,0,1546,1405,141.0,0.909,2.57,3297.8333333333335,2.0,1.0,0.0,1.0,6.0,54.96388888888889,0.6702913279132792,Y,2.667802636764785,0.9135090588485708,8.335238319684123
Kevin Weekes,20002001,TBL,L,61.0,59.0,20.0,33.0,3,0,1742,1565,177.0,0.898,3.14,3377.8,4.0,0.0,1.0,1.0,4.0,56.29666666666667,0.6865447154471545,Y,3.259008524674134,0.9024579450846303,-8.732221763978174
Mike Richter,20002001,NYR,L,45.0,45.0,20.0,21.0,3,0,1343,1199,144.0,0.893,3.28,2635.1,0.0,0.0,0.0,0.0,0.0,43.91833333333333,0.5355894308943089,Y,3.4045842715280203,0.8974295570646227,-14.273463736522785
Jean-Sebastien Aubin,20002001,PIT,R,36.0,35.0,20.0,14.0,1,0,973,866,107.0,0.89,3.13,2050.1,0.0,0.0,1.0,1.0,4.0,34.16833333333333,0.41668699186991864,Y,3.2487532851567327,0.8944161462442646,-13.013462558180692
Manny Fernandez,20002001,MIN,L,42.0,40.0,19.0,17.0,4,0,1147,1055,92.0,0.92,2.24,2460.55,4.0,0.0,0.0,0.0,6.0,41.00916666666667,0.5001117886178863,Y,2.3248726675405806,0.9245636025164685,18.793996347139526
Brent Johnson,20002001,STL,L,31.0,29.0,19.0,9.0,2,0,676,613,63.0,0.907,2.17,1744.05,4.0,0.0,0.0,0.0,2.0,29.0675,0.3544817073170732,Y,2.252514840409306,0.9114991809252205,2.297943793083107
Jamie Storr,20002001,LAK,L,45.0,41.0,19.0,18.0,6,0,1131,1017,114.0,0.899,2.74,2497.5,4.0,0.0,0.0,0.0,4.0,41.625,0.5076219512195121,Y,2.844086844868515,0.9034618108486981,-4.751517115418665
Bob Essensa,20002001,VAN,L,39.0,33.0,18.0,12.0,3,0,854,762,92.0,0.892,2.68,2058.733333333333,1.0,0.0,0.0,0.0,4.0,34.31222222222222,0.4184417344173441,Y,2.7816836441440307,0.8964274707091477,-9.508218935957146
Guy Hebert,20002001,"ANA,NYR",L,54.0,53.0,17.0,30.0,5,0,1521,1364,157.0,0.897,3.19,2950.15,2.0,0.0,0.0,0.0,0.0,49.16916666666667,0.5996239837398374,Y,3.3109564807005736,0.9014494103377265,-10.079626465563024
Fred Brathwaite,20002001,CGY,L,49.0,42.0,15.0,17.0,10,0,1181,1075,106.0,0.91,2.32,2741.5,5.0,0.0,1.0,1.0,2.0,45.69166666666667,0.5572154471544716,Y,2.408083936025363,0.9145166305242168,8.078212455075658
John Vanbiesbrouck,20002001,"NYI,NJD",L,48.0,46.0,14.0,25.0,5,0,1270,1144,126.0,0.9009999999999999,2.87,2629.9333333333334,2.0,0.0,0.0,0.0,8.0,43.83222222222222,0.5345392953929539,Y,2.9787311684670392,0.9054693095383528,-3.3248689094444757
Garth Snow,20002001,PIT,L,35.0,34.0,14.0,15.0,4,0,1014,913,101.0,0.9,2.98,2031.7166666666667,3.0,0.0,0.0,0.0,8.0,33.86194444444445,0.4129505420054201,Y,3.093001645291431,0.9044678792231341,-3.053084310375354
Marty Turco,20002001,DAL,L,26.0,20.0,13.0,6.0,1,0,532,492,40.0,0.925,1.9,1265.5333333333333,3.0,0.0,0.0,0.0,12.0,21.092222222222222,0.25722222222222224,Y,1.9723107641491124,0.929588535058961,11.388322630059484
Tomas Vokoun,20002001,NSH,R,37.0,34.0,13.0,17.0,5,0,940,855,85.0,0.91,2.44,2088.1666666666665,2.0,0.0,0.0,0.0,2.0,34.80277777777778,0.4244241192411924,Y,2.532518696712084,0.9145127267191009,5.798915925293073
Roberto Luongo,20002001,FLA,L,47.0,41.0,12.0,24.0,7,0,1333,1226,107.0,0.92,2.44,2628.35,5.0,0.0,0.0,0.0,2.0,43.80583333333333,0.5342174796747967,Y,2.5325056141043496,0.9245632486829357,21.76059034937836
Jani Hurme,20002001,OTT,L,22.0,21.0,12.0,5.0,4,0,563,509,54.0,0.904,2.5,1296.2333333333333,2.0,0.0,0.0,0.0,0.0,21.60388888888889,0.2634620596205962,Y,2.594934927538668,0.908485927490261,0.3827549637659544
David Aebischer,20002001,COL,L,26.0,22.0,12.0,7.0,3,0,538,486,52.0,0.903,2.24,1392.5833333333333,3.0,0.0,1.0,1.0,0.0,23.209722222222222,0.28304539295392955,Y,2.325019773640363,0.9074824809051203,-0.032109821481199674
Milan Hnilicka,20002001,ATL,L,36.0,31.0,12.0,19.0,2,0,951,846,105.0,0.89,3.35,1879.0333333333333,2.0,0.0,0.0,0.0,4.0,31.31722222222222,0.3819173441734417,Y,3.477044311278445,0.8944135813089726,-13.138543569198177
Mike Vernon,20002001,CGY,L,41.0,40.0,12.0,23.0,5,0,1034,913,121.0,0.883,3.23,2246.0333333333333,3.0,0.0,1.0,1.0,16.0,37.43388888888889,0.45651084010840104,Y,3.352509506118219,0.8873811107945966,-21.12119248217762
Jean-Sebastien Giguere,20002001,ANA,L,34.0,33.0,11.0,17.0,5,0,976,889,87.0,0.9109999999999999,2.57,2031.1833333333334,4.0,0.0,2.0,2.0,8.0,33.85305555555556,0.41284214092140925,Y,2.6675735709778308,0.91551935327364,7.27632121604897
Robert Esche,20002001,PHX,L,25.0,22.0,10.0,8.0,4,0,657,589,68.0,0.8959999999999999,3.02,1349.75,2.0,0.0,3.0,3.0,2.0,22.495833333333334,0.27433943089430896,Y,3.134516140037335,0.9004486415942415,-4.537353443704738
Trevor Kidd,20002001,FLA,L,42.0,41.0,10.0,23.0,6,0,1217,1087,130.0,0.893,3.31,2353.866666666667,1.0,0.0,1.0,1.0,6.0,39.23111111111111,0.4784281842818428,Y,3.4354805497737066,0.8974318989676612,-12.444382254168445
Kirk McLean,20002001,NYR,L,23.0,19.0,8.0,10.0,1,0,639,568,71.0,0.889,3.49,1220.3833333333334,0.0,0.0,0.0,0.0,0.0,20.339722222222225,0.24804539295392958,N,3.622462836584985,0.8934103587778198,-9.276056089082694
Brian Boucher,20002001,PHI,L,27.0,24.0,8.0,12.0,5,0,644,564,80.0,0.8759999999999999,3.27,1469.6333333333334,1.0,0.0,0.0,0.0,2.0,24.49388888888889,0.29870596205962063,Y,3.3943383958545166,0.8803452015124952,-17.79308313203326
Martin Biron,20002001,BUF,L,18.0,14.0,7.0,7.0,1,0,427,388,39.0,0.909,2.55,918.0166666666667,2.0,0.0,0.0,0.0,0.0,15.300277777777778,0.18658875338753386,N,2.646861832873377,0.9135082922085351,2.245890532021427
Johan Hedberg,20002001,PIT,L,9.0,9.0,7.0,1.0,1,0,253,229,24.0,0.905,2.64,544.9,0.0,0.0,0.0,0.0,0.0,9.081666666666667,0.11075203252032521,N,2.740094163847342,0.9094911980384638,0.43843162670122027
Damian Rhodes,20002001,ATL,L,38.0,35.0,7.0,19.0,7,0,1129,1013,116.0,0.897,3.36,2071.9666666666667,0.0,0.0,0.0,0.0,16.0,34.53277777777778,0.4211314363143632,Y,3.48760584835812,0.901452177970775,-6.9447062982384296
Dan Cloutier,20002001,"TBL,VAN",L,40.0,29.0,7.0,19.0,8,0,889,793,96.0,0.892,3.0,1919.8,1.0,0.0,0.0,0.0,4.0,31.996666666666666,0.3902032520325203,Y,3.1138795488314974,0.8964259689300789,-10.127408236611132
Steve Shields,20002001,SJS,L,21.0,16.0,6.0,8.0,5,0,531,484,47.0,0.9109999999999999,2.48,1135.2666666666667,2.0,0.0,0.0,0.0,2.0,18.92111111111111,0.23074525745257451,N,2.573954607506177,0.9155230012215607,4.291728038649595
Marc Denis,20002001,CBJ,L,32.0,29.0,6.0,20.0,4,0,940,841,99.0,0.895,3.25,1830.25,0.0,0.0,0.0,0.0,2.0,30.504166666666666,0.3720020325203252,Y,3.3736120169058887,0.8994389191556974,-8.201084074706927
Peter Skudra,20002001,"BUF,BOS",L,26.0,16.0,6.0,12.0,1,0,511,449,62.0,0.879,3.33,1116.4333333333334,0.0,0.0,0.0,0.0,0.0,18.607222222222223,0.22691734417344175,N,3.456322191810046,0.8833594636527445,-12.640163789548133
Wade Flaherty,20002001,"NYI,TBL",R,22.0,16.0,6.0,12.0,0,0,525,461,64.0,0.878,3.38,1135.2833333333333,1.0,0.0,0.0,0.0,2.0,18.921388888888888,0.23074864498644987,N,3.50820175848472,0.8823569797742705,-13.287839509809722
Jamie McLennan,20002001,MIN,L,38.0,37.0,5.0,23.0,9,0,1032,934,98.0,0.905,2.64,2230.366666666667,2.0,0.0,1.0,1.0,4.0,37.17277777777778,0.4533265582655827,Y,2.7404096454029854,0.9094906187661969,1.6856183350026015
Mathieu Garon,20002001,MTL,R,11.0,9.0,4.0,5.0,1,0,233,209,24.0,0.897,2.44,589.3166666666667,2.0,0.0,0.0,0.0,0.0,9.821944444444446,0.119779810298103,N,2.5324603483333874,0.9014506742449544,-1.4934602014965037
Chris Terreri,20002001,"NJD,NYI",L,18.0,13.0,4.0,9.0,2,0,372,333,39.0,0.895,2.61,896.0166666666667,0.0,0.0,0.0,0.0,2.0,14.93361111111111,0.18211720867208672,N,2.7090112724181563,0.8994417139387149,-3.0668119955223148
Andrew Raycroft,20002001,BOS,L,15.0,11.0,4.0,6.0,0,0,291,259,32.0,0.89,2.96,648.6333333333333,0.0,0.0,0.0,0.0,0.0,10.810555555555556,0.1318360433604336,N,3.0723730048247564,0.8944161667891526,-3.890973899723104
Jeff Hackett,20002001,MTL,L,19.0,17.0,4.0,10.0,2,0,477,423,54.0,0.887,3.25,998.2666666666667,0.0,0.0,1.0,1.0,0.0,16.637777777777778,0.20289972899728997,N,3.373603694684406,0.891399874274552,-7.924379897484265
Glenn Healy,20002001,TOR,L,15.0,14.0,4.0,7.0,3,0,331,293,38.0,0.885,2.62,870.9166666666666,0.0,0.0,0.0,0.0,0.0,14.515277777777778,0.17701558265582656,N,2.7195711639643907,0.8893923004235651,-6.027190243327652
Craig Billington,20002001,WSH,L,12.0,10.0,3.0,5.0,2,0,317,290,27.0,0.915,2.45,660.2333333333333,0.0,0.0,1.0,1.0,0.0,11.00388888888889,0.13419376693766938,N,2.5428315524313825,0.9195390016179055,3.62048547693394
Steve Passmore,20002001,"LAK,CHI",L,20.0,16.0,3.0,12.0,2,0,457,406,51.0,0.888,2.89,1058.2333333333333,1.0,0.0,0.0,0.0,4.0,17.637222222222224,0.21508807588075884,N,2.9996388341863662,0.8924083854975554,-6.856271725681985
Dominic Roussel,20002001,"ANA,EDM",L,21.0,14.0,3.0,9.0,2,0,446,394,52.0,0.883,3.12,1001.0166666666667,0.0,0.0,0.0,0.0,2.0,16.683611111111112,0.2034586720867209,N,3.2386083406474837,0.8873836083745513,-8.918812231190735
Rick DiPietro,20002001,NYI,R,20.0,19.0,3.0,15.0,1,0,515,452,63.0,0.878,3.49,1083.2,0.0,0.0,2.0,2.0,6.0,18.053333333333335,0.22016260162601628,N,3.6225148232657194,0.8823545055394459,-13.253785423908582
John Grahame,20002001,BOS,L,10.0,8.0,3.0,4.0,0,0,211,183,28.0,0.867,3.57,471.05,0.0,0.0,0.0,0.0,2.0,7.850833333333333,0.09574186991869918,N,3.705709042626168,0.8713035832663467,-7.618541212514003
Stephane Fiset,20002001,LAK,L,7.0,7.0,3.0,0.0,1,0,129,110,19.0,0.853,3.58,318.3333333333333,0.0,0.0,0.0,0.0,2.0,5.305555555555555,0.06470189701897018,N,3.715857558690515,0.8572307132647635,-6.539297708124675
Miikka Kiprusoff,20002001,SJS,L,5.0,1.0,2.0,1.0,0,0,51,46,5.0,0.902,1.94,154.38333333333333,0.0,0.0,0.0,0.0,0.0,2.5730555555555554,0.03137872628726287,N,2.0134923983745883,0.9064752798907786,-0.07367583809580136
Scott Fankhouser,20002001,ATL,L,7.0,3.0,2.0,1.0,0,0,160,144,16.0,0.9,3.7,259.5833333333333,0.0,0.0,0.0,0.0,2.0,4.326388888888888,0.052760840108401076,N,3.840558333495948,0.9044655844928685,-0.544865374418201
Norm Maracle,20002001,ATL,L,13.0,13.0,2.0,8.0,3,0,406,363,43.0,0.894,3.43,752.6666666666666,0.0,0.0,0.0,0.0,0.0,12.544444444444444,0.1529810298102981,N,3.5603287521635507,0.8984363297352085,-3.782595887586183
Joaquin Gage,20002001,EDM,L,5.0,4.0,2.0,2.0,0,0,125,110,15.0,0.88,3.46,260.48333333333335,0.0,0.0,0.0,0.0,0.0,4.341388888888889,0.052943766937669376,N,3.591601705402184,0.8843663492819159,-2.925676073764219
Mika Noronen,20002001,BUF,L,2.0,1.0,2.0,0.0,0,0,39,34,5.0,0.872,2.77,108.36666666666666,0.0,0.0,0.0,0.0,0.0,1.806111111111111,0.022025745257452573,N,2.875243673286033,0.8763254619377968,-1.2328109350144363
Robbie Tallas,20002001,CHI,L,12.0,10.0,2.0,7.0,0,0,265,230,35.0,0.868,3.35,626.8666666666667,0.0,0.0,0.0,0.0,0.0,10.447777777777778,0.1274119241192412,N,3.4771831022017623,0.872306369125818,-9.402433276380144
Corey Hirsch,20002001,WSH,L,1.0,0.0,1.0,0.0,0,0,8,8,0.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.004065040650406504,N,0.0,1.0049617605476315,0.77275673127909
Nikolai Khabibulin,20002001,TBL,L,2.0,2.0,1.0,1.0,0,0,69,63,6.0,0.9129999999999999,2.92,123.38333333333334,0.0,0.0,0.0,0.0,0.0,2.056388888888889,0.02507791327913279,N,3.0309703737212783,0.9175303402991712,0.6650268072821506
Derek Gustafson,20002001,MIN,L,4.0,4.0,1.0,3.0,0,0,97,87,10.0,0.897,2.51,239.16666666666666,0.0,0.0,0.0,0.0,0.0,3.986111111111111,0.04861111111111111,N,2.6053562770538212,0.901450159476473,-0.6303246332410346
Rich Parent,20002001,PIT,L,7.0,4.0,1.0,1.0,3,0,150,133,17.0,0.887,3.08,331.65,0.0,0.0,0.0,0.0,0.0,5.5275,0.06740853658536586,N,3.197154326922634,0.8913991425586748,-2.510811288517063
Tyler Moss,20002001,CAR,R,12.0,6.0,1.0,6.0,0,0,251,214,37.0,0.853,3.99,557.05,0.0,0.0,0.0,0.0,0.0,9.284166666666666,0.11322154471544714,N,4.14171501471191,0.8572299946334008,-12.754757556118552
Kay Whitmore,20002001,BOS,L,5.0,2.0,1.0,2.0,0,0,94,76,18.0,0.809,5.33,202.81666666666666,0.0,0.0,0.0,0.0,0.0,3.3802777777777777,0.041222899728997286,N,5.532601737053225,0.8130112175969035,-8.920108407470693
Jason LaBarbera,20002001,NYR,L,1.0,0.0,0.0,0.0,0,0,2,2,0.0,1.0,0.0,9.716666666666667,0.0,0.0,0.0,0.0,0.0,0.16194444444444445,0.001974932249322493,N,0.0,1.0049617605476315,0.1931891828197725
Chris Mason,20002001,NSH,L,1.0,1.0,0.0,1.0,0,0,20,18,2.0,0.9,2.05,58.583333333333336,0.0,0.0,0.0,0.0,0.0,0.976388888888889,0.011907181571815719,N,2.127909590132616,0.9044655844928685,-0.06810817180227513
Maxime Ouellet,20002001,PHI,L,2.0,1.0,0.0,1.0,0,0,27,24,3.0,0.889,2.38,75.6,0.0,0.0,0.0,0.0,0.0,1.26,0.015365853658536585,N,2.4703094380559616,0.8934103587778198,-0.3919460319330712
Mike Fountain,20002001,OTT,L,1.0,1.0,0.0,1.0,0,0,25,22,3.0,0.88,3.07,58.61666666666667,0.0,0.0,0.0,0.0,0.0,0.9769444444444445,0.011913956639566396,N,3.1865129289505343,0.8843663492819159,-0.5851352147528441
Eric Fichaud,20002001,MTL,L,2.0,1.0,0.0,2.0,0,0,32,28,4.0,0.875,3.89,61.71666666666667,0.0,0.0,0.0,0.0,0.0,1.0286111111111111,0.012544037940379404,N,4.037746619023947,0.8793415404791777,-0.9089730748836402
Dieter Kochan,20002001,TBL,L,10.0,4.0,0.0,3.0,0,0,138,120,18.0,0.87,3.44,314.1666666666667,0.0,0.0,0.0,0.0,0.0,5.236111111111112,0.06385501355013551,N,3.5707156791629004,0.8743142024846033,-4.669946385435699
Johan Holmqvist,20002001,NYR,L,2.0,2.0,0.0,2.0,0,0,71,61,10.0,0.8590000000000001,5.05,118.73333333333333,0.0,0.0,0.0,0.0,2.0,1.978888888888889,0.02413279132791328,N,5.241557375054356,0.8632630535576475,-3.1417840098980765
Michel Larocque,20002001,CHI,L,3.0,2.0,0.0,2.0,0,0,59,50,9.0,0.847,3.55,151.93333333333334,0.0,0.0,0.0,0.0,0.0,2.5322222222222224,0.030880758807588077,N,3.6845676177447952,0.8512052732654208,-3.3009191068167114
Vitali Yeremeyev,20002001,NYR,L,4.0,3.0,0.0,4.0,0,0,104,88,16.0,0.846,4.52,212.4,0.0,0.0,0.0,0.0,0.0,3.54,0.04317073170731708,N,4.691613148228608,0.8501985443681,-5.954162493371831
Dominik Hasek,20012002,DET,L,65.0,64.0,41.0,15.0,8,0,1654,1514,140.0,0.915,2.17,3871.6666666666665,5.0,0.0,1.0,1.0,8.0,64.52777777777777,0.7869241192411923,Y,2.3744174758483907,0.9151653337588028,12.57950749401374
Martin Brodeur,20012002,NJD,L,73.0,73.0,38.0,26.0,9,0,1655,1499,156.0,0.9059999999999999,2.15,4346.966666666666,4.0,0.0,4.0,4.0,8.0,72.44944444444444,0.883529810298103,Y,2.352353874397851,0.9061601414947869,-3.3282437106452676
Evgeni Nabokov,20012002,SJS,L,67.0,67.0,37.0,24.0,5,0,1818,1669,149.0,0.9179999999999999,2.29,3900.5,7.0,1.0,3.0,4.0,14.0,65.00833333333334,0.7927845528455285,Y,2.5056010567886626,0.9181640371758335,18.708309929937684
Byron Dafoe,20012002,BOS,L,64.0,64.0,35.0,26.0,3,0,1520,1379,141.0,0.907,2.21,3826.85,4.0,0.0,1.0,1.0,27.0,63.780833333333334,0.7778150406504065,Y,2.4181311566462824,0.9071632090658435,-0.7818310816802523
Brent Johnson,20012002,STL,L,58.0,58.0,34.0,20.0,4,0,1293,1166,127.0,0.902,2.18,3491.133333333333,5.0,0.0,4.0,4.0,2.0,58.18555555555555,0.7095799457994579,Y,2.3852071485451516,0.9021596524982629,-7.722307624087222
Sean Burke,20012002,PHX,L,60.0,59.0,33.0,21.0,6,0,1711,1574,137.0,0.92,2.29,3586.766666666667,5.0,0.0,1.0,1.0,14.0,59.77944444444445,0.7290176151761518,Y,2.5056137865254007,0.920163742862824,20.837688828450723
Jocelyn Thibault,20012002,CHI,L,67.0,66.0,33.0,23.0,9,0,1626,1467,159.0,0.902,2.49,3837.85,6.0,0.0,0.0,0.0,2.0,63.964166666666664,0.7800508130081301,Y,2.724750004353535,0.9021621841947283,-9.003458775534284
Patrick Roy,20012002,COL,L,63.0,63.0,32.0,23.0,8,0,1629,1507,122.0,0.925,1.94,3773.483333333333,9.0,0.0,3.0,3.0,26.0,62.89138888888888,0.7669681571815717,Y,2.1227410486133853,0.9251656678919209,28.273287610488723
Chris Osgood,20012002,NYI,L,66.0,65.0,32.0,25.0,6,0,1727,1571,156.0,0.91,2.5,3742.7833333333333,4.0,0.0,4.0,4.0,10.0,62.37972222222222,0.7607283197831978,Y,2.735441196301715,0.9101604466366077,3.3136695539067205
Martin Biron,20012002,BUF,L,72.0,69.0,31.0,28.0,10,0,1781,1630,151.0,0.915,2.22,4084.95,4.0,0.0,1.0,1.0,8.0,68.0825,0.8302743902439024,Y,2.4292121212607674,0.9151645162159545,13.295104502320697
Felix Potvin,20012002,LAK,L,71.0,70.0,31.0,27.0,8,0,1686,1529,157.0,0.907,2.31,4071.2833333333333,6.0,0.0,1.0,1.0,19.0,67.85472222222222,0.8274966124661246,Y,2.5273978064473654,0.9071611343690065,-1.4685310550742656
Olie Kolzig,20012002,WSH,L,71.0,70.0,31.0,29.0,8,0,1977,1785,192.0,0.903,2.79,4131.2,6.0,0.0,1.0,1.0,8.0,68.85333333333332,0.8396747967479674,Y,3.0528701880061786,0.9031604379262258,-9.624131610843335
Dan Cloutier,20012002,VAN,L,62.0,61.0,31.0,22.0,5,0,1440,1298,142.0,0.9009999999999999,2.43,3501.55,7.0,0.0,0.0,0.0,20.0,58.35916666666667,0.7116971544715447,Y,2.6587286793172535,0.9011630229944693,-9.161734708960239
Jose Theodore,20012002,MTL,R,67.0,64.0,30.0,24.0,10,0,1972,1836,136.0,0.9309999999999999,2.11,3863.95,7.0,0.0,2.0,2.0,2.0,64.39916666666666,0.7853556910569105,Y,2.308655589571345,0.9311663141088942,45.91462441245167
Tommy Salo,20012002,EDM,L,69.0,68.0,30.0,28.0,10,0,1713,1564,149.0,0.9129999999999999,2.22,4034.9166666666665,6.0,0.0,1.0,1.0,2.0,67.2486111111111,0.8201050135501354,Y,2.429323341983698,0.9131630071431144,9.022186419132709
Roman Turek,20012002,CGY,R,69.0,68.0,30.0,28.0,11,0,1839,1667,172.0,0.9059999999999999,2.53,4081.4166666666665,5.0,0.0,5.0,5.0,4.0,68.02361111111111,0.8295562330623306,Y,2.7683802139894436,0.9061643922359721,-2.354465367901298
Curtis Joseph,20012002,TOR,L,51.0,51.0,29.0,17.0,5,0,1210,1096,114.0,0.9059999999999999,2.23,3064.9166666666665,4.0,0.0,1.0,1.0,10.0,51.08194444444444,0.62295054200542,Y,2.439964681017933,0.9061604029328084,-2.378957637390201
Patrick Lalime,20012002,OTT,L,61.0,59.0,27.0,24.0,8,0,1521,1373,148.0,0.903,2.48,3582.616666666667,7.0,0.0,1.0,1.0,19.0,59.71027777777778,0.7281741192411925,Y,2.7136655407833143,0.9031593468556899,-7.6895822863392596
Johan Hedberg,20012002,PIT,L,66.0,64.0,25.0,34.0,7,0,1851,1673,178.0,0.904,2.76,3876.55,6.0,0.0,1.0,1.0,22.0,64.60916666666667,0.7879166666666667,Y,3.020218773471435,0.9041603406659973,-7.2474798238093
Roman Cechmanek,20012002,PHI,L,46.0,43.0,24.0,13.0,6,0,1131,1042,89.0,0.9209999999999999,2.05,2603.383333333333,4.0,0.0,0.0,0.0,10.0,43.38972222222222,0.5291429539295393,Y,2.243036408888299,0.9211661243024739,15.33338753067082
