Name,Season,Team,GP,GS,Adj. GAA,Adj. Sv%,GSAA,W,L,T,OT,SO,GAA,Sv%,SA,Svs,GA,TOI,G,A,P,PIM
Jonathan Bernier,2013-2014,TOR,55,49,2.89,0.917,15.98,26,19,0,7,1,2.69,0.923,1787,1649,138,3083.57,0,1,1,4
Roberto Luongo,2013-2014,"VAN,FLA",56,56,2.58,0.913,7.92,25,23,0,7,4,2.4,0.919,1589,1460,129,3222.33,0,0,0,2
Ryan Miller,2013-2014,"BUF,STL",59,59,2.84,0.912,8.42,25,30,0,4,1,2.64,0.918,1885,1731,154,3500.28,0,2,2,0
Craig Anderson,2013-2014,OTT,53,52,3.23,0.905,-5.24,25,16,0,8,4,3.0,0.911,1680,1530,150,2999.73,0,1,1,2
Braden Holtby,2013-2014,WSH,48,45,3.06,0.909,1.1,23,15,0,4,4,2.85,0.915,1475,1349,126,2656.33,0,2,2,7
Ondrej Pavelec,2013-2014,WPG,57,57,3.24,0.895,-21.34,22,26,0,7,1,3.01,0.901,1644,1481,163,3247.97,0,3,3,0
Jimmy Howard,2013-2014,DET,51,50,2.86,0.904,-5.3,21,19,0,11,2,2.66,0.91,1482,1349,133,3003.8,0,0,0,6
Frederik Andersen,2013-2014,ANA,28,24,2.46,0.917,7.47,20,5,0,0,0,2.29,0.923,783,723,60,1569.43,0,1,1,0
Carter Hutton,2013-2014,NSH,40,34,2.82,0.904,-4.32,20,11,0,4,1,2.62,0.91,1006,915,91,2085.28,0,1,1,2
Anton Khudobin,2013-2014,CAR,36,34,2.47,0.92,12.72,19,14,0,1,1,2.3,0.926,1076,996,80,2084.3,0,0,0,0
Martin Brodeur,2013-2014,NJD,39,39,2.7,0.895,-12.33,19,14,0,6,3,2.51,0.901,971,875,96,2296.82,0,3,3,2
Josh Harding,2013-2014,MIN,29,26,1.79,0.927,13.45,18,7,0,3,3,1.66,0.933,690,644,46,1667.67,0,0,0,0
Brian Elliott,2013-2014,STL,31,25,2.11,0.916,5.68,18,6,0,2,4,1.96,0.922,681,628,53,1624.32,0,2,2,0
Tim Thomas,2013-2014,"FLA,DAL",48,46,3.1,0.902,-8.23,18,24,0,4,0,2.88,0.908,1390,1262,128,2662.43,0,1,1,4
Chad Johnson,2013-2014,BOS,27,23,2.26,0.919,8.01,17,4,0,3,2,2.1,0.925,708,655,53,1510.82,0,0,0,0
Karri Ramo,2013-2014,CGY,40,37,2.85,0.905,-2.99,17,15,0,4,2,2.65,0.911,1091,994,97,2193.77,0,1,1,10
Ben Scrivens,2013-2014,"LAK,EDM",40,35,2.74,0.916,9.83,16,16,0,4,4,2.55,0.922,1205,1111,94,2210.12,0,1,1,6
Cory Schneider,2013-2014,NJD,45,43,2.12,0.915,7.39,16,15,0,12,3,1.97,0.921,1107,1019,88,2679.9,0,0,0,4
Eddie Lack,2013-2014,VAN,41,37,2.59,0.906,-2.35,16,17,0,5,4,2.41,0.912,1052,959,93,2318.87,0,0,0,0
Jonas Gustavsson,2013-2014,DET,27,26,2.83,0.901,-4.67,16,5,0,4,0,2.63,0.907,735,667,68,1550.67,0,0,0,0
Evgeni Nabokov,2013-2014,NYI,40,39,2.95,0.899,-9.51,15,14,0,8,4,2.74,0.905,1085,982,103,2254.23,0,1,1,4
Al Montoya,2013-2014,WPG,28,22,2.47,0.914,4.5,13,8,0,3,2,2.3,0.92,737,678,59,1540.9,0,0,0,2
Antti Raanta,2013-2014,CHI,25,22,2.91,0.891,-10.44,13,5,0,4,1,2.71,0.897,610,547,63,1396.67,0,1,1,0
Alex Stalock,2013-2014,SJS,24,18,2.01,0.926,10.2,12,5,0,2,2,1.87,0.932,571,532,39,1251.72,0,0,0,2
Darcy Kuemper,2013-2014,MIN,26,25,2.61,0.909,0.49,12,8,0,4,2,2.43,0.915,702,642,60,1480.23,0,0,0,0
Robin Lehner,2013-2014,OTT,36,30,3.29,0.907,-0.68,12,15,0,6,1,3.06,0.913,1141,1042,99,1942.17,0,0,0,4
James Reimer,2013-2014,TOR,36,32,3.54,0.905,-3.65,12,16,0,1,1,3.29,0.911,1095,997,98,1784.65,0,0,0,2
Ilya Bryzgalov,2013-2014,"EDM,MIN",32,30,2.88,0.903,-4.23,12,9,0,8,4,2.68,0.909,891,810,81,1814.02,0,0,0,0
Kevin Poulin,2013-2014,NYI,28,26,3.54,0.885,-18.34,11,16,0,1,0,3.29,0.8909999999999999,820,731,89,1625.32,0,0,0,0
Devan Dubnyk,2013-2014,"EDM,NSH",34,31,3.69,0.885,-21.57,11,18,0,3,2,3.43,0.8909999999999999,945,842,103,1801.62,0,0,0,6
Thomas Greiss,2013-2014,PHX,25,20,2.46,0.914,3.94,10,8,0,5,2,2.29,0.92,626,576,50,1312.33,0,0,0,0
Curtis McElhinney,2013-2014,CBJ,28,21,2.9,0.903,-3.43,10,11,0,1,2,2.7,0.909,703,639,64,1423.15,0,1,1,0
Peter Budaj,2013-2014,MTL,24,21,2.7,0.903,-3.01,10,8,0,3,1,2.51,0.909,615,559,56,1338.28,0,0,0,6
Pekka Rinne,2013-2014,NSH,24,24,2.98,0.896,-7.42,10,10,0,3,2,2.77,0.902,645,582,63,1366.82,0,0,0,0
Cam Ward,2013-2014,CAR,30,28,3.29,0.892,-13.0,10,12,0,6,0,3.06,0.898,824,740,84,1645.27,0,1,1,2
Ray Emery,2013-2014,PHI,28,21,3.18,0.897,-7.74,9,12,0,2,2,2.96,0.903,711,642,69,1398.42,0,0,0,31
Reto Berra,2013-2014,"CGY,COL",31,29,3.3,0.887,-17.34,9,18,0,3,0,3.07,0.893,820,732,88,1720.23,0,0,0,2
Marek Mazanec,2013-2014,NSH,25,22,3.01,0.896,-7.99,8,10,0,4,2,2.8,0.902,650,586,64,1369.53,0,0,0,0
Anders Lindback,2013-2014,TBL,23,18,3.12,0.885,-13.02,8,12,0,2,1,2.9,0.8909999999999999,580,517,63,1302.32,0,0,0,2
Jhonas Enroth,2013-2014,BUF,28,26,3.03,0.905,-2.14,4,17,0,5,0,2.82,0.911,834,760,74,1574.23,0,0,0,0
Carey Price,2014-2015,MTL,66,66,2.14,0.926,36.7,44,16,0,6,9,1.96,0.933,1953,1823,130,3976.55,0,1,1,4
Braden Holtby,2014-2015,WSH,73,72,2.42,0.916,17.46,41,20,0,10,9,2.22,0.923,2044,1887,157,4247.48,0,2,2,2
Pekka Rinne,2014-2015,NSH,64,64,2.38,0.916,14.23,41,17,0,6,4,2.18,0.923,1807,1667,140,3850.78,0,1,1,8
Ben Bishop,2014-2015,TBL,62,60,2.53,0.909,2.27,40,13,0,5,4,2.32,0.916,1620,1484,136,3519.0,0,4,4,4
Jaroslav Halak,2014-2015,NYI,59,59,2.65,0.907,-1.2,38,17,0,4,6,2.43,0.914,1673,1529,144,3549.95,0,1,1,2
Devan Dubnyk,2014-2015,"ARI,MIN",58,55,2.26,0.922,23.7,36,14,0,4,6,2.07,0.929,1625,1510,115,3328.2,0,2,2,2
Jonathan Quick,2014-2015,LAK,72,71,2.44,0.911,5.83,36,22,0,13,6,2.24,0.918,1896,1740,156,4184.25,0,1,1,18
Frederik Andersen,2014-2015,ANA,54,53,2.6,0.907,-0.43,35,12,0,5,3,2.38,0.914,1436,1313,123,3105.72,0,3,3,4
Tuukka Rask,2014-2015,BOS,70,67,2.51,0.915,15.65,34,21,0,13,3,2.3,0.922,2011,1855,156,4063.02,0,0,0,8
Marc-Andre Fleury,2014-2015,PIT,64,64,2.53,0.913,10.28,34,20,0,9,10,2.32,0.92,1831,1685,146,3776.18,0,1,1,6
Kari Lehtonen,2014-2015,DAL,65,65,3.21,0.896,-20.96,34,17,0,10,5,2.94,0.903,1875,1694,181,3697.68,0,3,3,2
Corey Crawford,2014-2015,CHI,57,57,2.48,0.917,15.77,32,20,0,5,2,2.27,0.924,1661,1535,126,3332.53,0,1,1,8
Antti Niemi,2014-2015,SJS,61,61,2.82,0.907,-0.43,31,23,0,7,5,2.59,0.914,1811,1656,155,3587.9,0,3,3,0
Henrik Lundqvist,2014-2015,NYR,46,46,2.45,0.915,10.43,30,13,0,3,5,2.25,0.922,1329,1226,103,2742.6,0,1,1,0
Sergei Bobrovsky,2014-2015,CBJ,51,49,2.92,0.911,5.3,30,17,0,3,2,2.68,0.918,1632,1498,134,2994.43,0,2,2,4
Ryan Miller,2014-2015,VAN,45,45,2.76,0.904,-4.75,29,15,0,1,6,2.53,0.911,1198,1091,107,2541.52,0,0,0,0
Semyon Varlamov,2014-2015,COL,57,57,2.79,0.914,11.87,28,20,0,8,5,2.56,0.921,1791,1650,141,3306.83,0,0,0,4
Roberto Luongo,2014-2015,FLA,61,61,2.56,0.914,10.77,28,19,0,12,2,2.35,0.921,1743,1605,138,3528.18,0,0,0,0
Cory Schneider,2014-2015,NJD,69,68,2.46,0.918,21.17,26,31,0,9,5,2.26,0.925,1982,1834,148,3923.92,0,2,2,0
Jonas Hiller,2014-2015,CGY,52,44,2.57,0.911,4.45,26,19,0,4,1,2.36,0.918,1376,1263,113,2870.88,0,0,0,0
Brian Elliott,2014-2015,STL,46,45,2.46,0.91,2.16,26,14,0,3,5,2.26,0.917,1150,1054,96,2545.8,0,3,3,0
Jimmy Howard,2014-2015,DET,53,50,2.66,0.903,-5.77,23,13,0,11,2,2.44,0.91,1350,1229,121,2970.58,0,1,1,2
Ondrej Pavelec,2014-2015,WPG,50,46,2.49,0.913,7.48,22,16,0,8,5,2.28,0.92,1353,1245,108,2837.85,0,0,0,2
Jake Allen,2014-2015,STL,37,32,2.49,0.906,-1.41,22,7,0,4,4,2.28,0.913,909,830,79,2077.03,0,2,2,2
Cam Ward,2014-2015,CAR,51,50,2.62,0.903,-5.69,22,24,0,5,1,2.4,0.91,1351,1230,121,3025.72,0,0,0,4
Cam Talbot,2014-2015,NYR,36,34,2.41,0.919,11.6,21,9,0,4,5,2.21,0.926,1038,961,77,2094.95,0,0,0,0
Michael Hutchinson,2014-2015,WPG,38,36,2.59,0.907,-0.84,21,10,0,5,2,2.38,0.914,986,901,85,2138.37,0,0,0,0
Jonathan Bernier,2014-2015,TOR,58,55,3.13,0.905,-3.91,21,28,0,7,2,2.87,0.912,1735,1583,152,3177.15,0,1,1,0
Andrew Hammond,2014-2015,OTT,24,23,1.95,0.934,18.34,20,1,0,2,3,1.79,0.941,707,665,42,1410.98,0,1,1,0
Steve Mason,2014-2015,PHI,51,48,2.45,0.921,19.18,18,18,0,11,3,2.25,0.928,1490,1382,108,2885.38,0,3,3,2
Eddie Lack,2014-2015,VAN,41,35,2.67,0.914,7.51,18,13,0,4,2,2.45,0.921,1201,1106,95,2323.95,0,0,0,2
Jhonas Enroth,2014-2015,"BUF,DAL",50,44,3.35,0.897,-16.63,18,26,0,2,2,3.07,0.904,1504,1359,145,2833.6,0,0,0,0
Petr Mrazek,2014-2015,DET,29,26,2.59,0.911,2.55,16,9,0,2,3,2.38,0.918,768,705,63,1585.03,0,0,0,0
Karri Ramo,2014-2015,CGY,34,32,2.84,0.905,-2.28,15,9,0,3,2,2.6,0.912,852,777,75,1731.78,0,0,0,0
Ben Scrivens,2014-2015,EDM,57,53,3.45,0.883,-38.39,15,26,0,11,1,3.16,0.89,1542,1372,170,3227.57,0,1,1,4
Craig Anderson,2014-2015,OTT,35,35,2.71,0.916,9.79,14,13,0,8,3,2.49,0.923,1134,1047,87,2092.52,0,0,0,4
Darcy Kuemper,2014-2015,MIN,31,28,2.84,0.898,-6.72,14,12,0,2,3,2.6,0.905,718,650,68,1568.72,0,0,0,0
Mike Smith,2014-2015,ARI,62,61,3.45,0.897,-20.13,14,42,0,5,0,3.16,0.904,1955,1768,187,3555.78,0,1,1,10
John Gibson,2014-2015,ANA,23,21,2.84,0.907,-0.47,13,8,0,0,1,2.6,0.914,674,616,58,1339.92,0,0,0,0
Curtis McElhinney,2014-2015,CBJ,32,28,3.14,0.907,-1.0,12,14,0,2,0,2.88,0.914,949,867,82,1710.02,0,0,0,0
Ray Emery,2014-2015,PHI,31,25,3.34,0.887,-15.3,10,11,0,7,0,3.06,0.894,758,678,80,1569.52,0,0,0,4
James Reimer,2014-2015,TOR,35,27,3.45,0.9,-7.56,9,16,0,1,0,3.16,0.907,1001,908,93,1766.88,0,0,0,2
Robin Lehner,2014-2015,OTT,25,24,3.29,0.898,-7.51,9,12,0,3,0,3.02,0.905,779,705,74,1471.33,0,1,1,0
Alex Stalock,2014-2015,SJS,22,19,2.86,0.895,-6.8,8,9,0,2,2,2.62,0.902,553,499,54,1236.5,0,0,0,2
Anton Khudobin,2014-2015,CAR,34,32,2.97,0.893,-12.4,8,17,0,6,1,2.72,0.9,874,787,87,1920.35,0,0,0,0
Michal Neuvirth,2014-2015,"BUF,NYI",32,32,3.25,0.907,-0.93,7,20,0,4,0,2.98,0.914,1067,975,92,1849.75,0,0,0,0
Anders Lindback,2014-2015,"DAL,BUF",26,22,3.39,0.902,-4.89,6,16,0,2,0,3.11,0.909,798,725,73,1407.97,0,1,1,4
Viktor Fasth,2014-2015,EDM,26,24,3.72,0.882,-17.87,6,15,0,3,0,3.41,0.888,681,605,76,1336.48,0,0,0,0
Braden Holtby,2015-2016,WSH,66,66,2.41,0.915,12.43,48,9,0,7,3,2.2,0.922,1802,1661,141,3841.18,0,1,1,6
Jonathan Quick,2015-2016,LAK,68,68,2.43,0.911,5.96,40,23,0,5,5,2.22,0.918,1820,1671,149,4034.48,0,3,3,10
Martin Jones,2015-2016,SJS,65,65,2.49,0.911,4.64,37,23,0,4,6,2.27,0.918,1734,1591,143,3785.87,0,0,0,0
Ben Bishop,2015-2016,TBL,61,60,2.26,0.919,19.36,35,21,0,4,6,2.06,0.926,1672,1549,123,3584.63,0,1,1,4
Corey Crawford,2015-2016,CHI,58,58,2.6,0.917,15.27,35,18,0,5,7,2.37,0.924,1718,1587,131,3322.65,0,1,1,2
Roberto Luongo,2015-2016,FLA,62,60,2.58,0.915,12.34,35,19,0,6,4,2.35,0.922,1801,1660,141,3601.85,0,2,2,4
Marc-Andre Fleury,2015-2016,PIT,58,58,2.51,0.914,9.76,35,17,0,6,5,2.29,0.921,1665,1533,132,3462.55,0,1,1,2
Henrik Lundqvist,2015-2016,NYR,65,64,2.72,0.913,9.52,35,21,0,7,4,2.48,0.92,1944,1788,156,3772.37,0,4,4,4
Pekka Rinne,2015-2016,NSH,66,66,2.72,0.901,-12.51,34,21,0,10,4,2.48,0.908,1744,1583,161,3895.37,0,2,2,6
Devan Dubnyk,2015-2016,MIN,67,66,2.55,0.911,5.73,32,26,0,6,5,2.33,0.918,1829,1679,150,3861.4,0,0,0,8
Craig Anderson,2015-2016,OTT,60,60,3.05,0.909,2.05,31,23,0,5,4,2.78,0.916,1915,1754,161,3477.13,0,2,2,0
Tuukka Rask,2015-2016,BOS,64,62,2.81,0.908,0.85,31,22,0,8,4,2.56,0.915,1854,1697,157,3678.05,0,1,1,0
Cory Schneider,2015-2016,NJD,58,58,2.36,0.917,13.97,27,25,0,6,4,2.15,0.924,1597,1475,122,3412.43,0,0,0,0
Petr Mrazek,2015-2016,DET,54,49,2.55,0.914,8.29,27,16,0,6,4,2.33,0.921,1448,1333,115,2960.58,0,2,2,2
Semyon Varlamov,2015-2016,COL,57,57,3.08,0.907,-2.07,27,25,0,3,2,2.81,0.914,1714,1566,148,3159.42,0,0,0,6
Jake Allen,2015-2016,STL,47,44,2.58,0.913,6.28,26,15,0,3,6,2.35,0.92,1260,1159,101,2583.37,0,0,0,0
Kari Lehtonen,2015-2016,DAL,43,39,3.03,0.899,-9.56,25,10,0,2,2,2.76,0.906,1121,1016,105,2279.18,0,3,3,2
Antti Niemi,2015-2016,DAL,48,43,2.93,0.898,-11.91,25,13,0,7,3,2.67,0.905,1246,1128,118,2654.38,0,2,2,2
Brian Elliott,2015-2016,STL,42,38,2.27,0.923,16.76,23,8,0,6,4,2.07,0.93,1113,1035,78,2263.0,0,0,0,2
Thomas Greiss,2015-2016,NYI,41,38,2.59,0.918,11.92,23,11,0,4,1,2.36,0.925,1197,1107,90,2287.47,0,1,1,2
Steve Mason,2015-2016,PHI,54,53,2.75,0.911,4.4,23,19,0,10,4,2.51,0.918,1602,1470,132,3150.43,0,0,0,2
Cam Ward,2015-2016,CAR,52,51,2.64,0.902,-7.65,23,17,0,10,1,2.41,0.909,1343,1221,122,3038.07,0,0,0,0
Chad Johnson,2015-2016,BUF,45,40,2.59,0.913,6.13,22,16,0,4,1,2.36,0.92,1270,1168,102,2591.08,0,2,2,0
Frederik Andersen,2015-2016,ANA,43,37,2.52,0.912,4.46,22,9,0,7,3,2.3,0.919,1086,998,88,2297.93,0,1,1,2
John Gibson,2015-2016,ANA,40,38,2.27,0.913,5.46,21,13,0,4,4,2.07,0.92,992,913,79,2294.67,0,1,1,2
Cam Talbot,2015-2016,EDM,56,53,2.8,0.91,3.31,21,27,0,5,3,2.55,0.917,1648,1511,137,3222.82,0,1,1,0
Mike Condon,2015-2016,MTL,55,51,2.97,0.896,-16.86,21,25,0,6,1,2.71,0.903,1458,1317,141,3122.73,0,0,0,0
Michal Neuvirth,2015-2016,PHI,32,29,2.49,0.917,8.31,18,8,0,4,3,2.27,0.924,908,839,69,1825.48,0,1,1,2
Jaroslav Halak,2015-2016,NYI,36,36,2.52,0.912,3.78,18,13,0,4,3,2.3,0.919,984,904,80,2091.18,0,1,1,0
James Reimer,2015-2016,"TOR,SJS",40,37,2.53,0.915,8.04,17,14,0,7,3,2.31,0.922,1128,1040,88,2290.45,0,0,0,0
Ryan Miller,2015-2016,VAN,51,51,2.96,0.909,2.12,17,24,0,9,1,2.7,0.916,1634,1497,137,3043.48,0,1,1,2
Karri Ramo,2015-2016,CGY,37,37,2.88,0.902,-5.96,17,18,0,1,1,2.63,0.909,1034,940,94,2144.63,0,1,1,0
Joonas Korpisalo,2015-2016,CBJ,31,30,2.85,0.913,4.5,16,11,0,4,0,2.6,0.92,969,891,78,1803.05,0,0,0,2
Mike Smith,2015-2016,ARI,32,32,2.88,0.909,1.42,15,13,0,2,3,2.63,0.916,921,844,77,1753.5,0,1,1,2
Louis Domingue,2015-2016,ARI,39,36,3.01,0.905,-3.77,15,18,0,5,2,2.75,0.912,1142,1041,101,2206.07,0,1,1,0
Sergei Bobrovsky,2015-2016,CBJ,37,37,3.01,0.901,-7.69,15,19,0,1,1,2.75,0.908,1049,952,97,2116.35,0,2,2,2
Jimmy Howard,2015-2016,DET,37,33,3.07,0.899,-8.65,14,14,0,5,2,2.8,0.906,979,887,92,1973.88,0,1,1,2
Connor Hellebuyck,2015-2016,WPG,26,26,2.56,0.911,2.15,13,11,0,1,2,2.34,0.918,683,627,56,1433.47,0,0,0,0
Jacob Markstrom,2015-2016,VAN,33,30,2.99,0.908,0.12,13,14,0,4,0,2.73,0.915,988,904,84,1847.43,0,2,2,4
Ondrej Pavelec,2015-2016,WPG,33,31,3.05,0.897,-9.84,13,13,0,4,1,2.78,0.904,918,830,88,1899.02,0,0,0,0
Al Montoya,2015-2016,FLA,25,22,2.39,0.912,2.77,12,7,0,3,0,2.18,0.919,608,559,49,1351.23,0,0,0,2
Scott Darling,2015-2016,CHI,29,24,2.83,0.908,-0.25,12,8,0,4,1,2.58,0.915,784,717,67,1560.02,0,0,0,0
Jonathan Bernier,2015-2016,TOR,38,36,3.16,0.901,-8.15,12,21,0,3,3,2.88,0.908,1114,1011,103,2146.77,0,0,0,2
Eddie Lack,2015-2016,CAR,34,31,3.08,0.894,-12.52,12,14,0,6,2,2.81,0.901,910,820,90,1920.1,0,2,2,0
Andrei Vasilevskiy,2015-2016,TBL,24,21,3.03,0.903,-3.0,11,10,0,0,1,2.76,0.91,646,588,58,1258.63,0,0,0,0
Jonas Gustavsson,2015-2016,BOS,24,20,2.98,0.901,-4.04,11,9,0,1,1,2.72,0.908,622,565,57,1258.47,0,0,0,0
Anders Nilsson,2015-2016,"EDM,STL",29,24,3.42,0.894,-10.82,10,13,0,2,0,3.12,0.901,789,711,78,1500.58,0,1,1,4
Michael Hutchinson,2015-2016,WPG,30,25,3.11,0.9,-6.46,9,15,0,3,0,2.84,0.907,805,730,75,1585.95,0,0,0,0
Keith Kinkaid,2015-2016,NJD,23,20,3.08,0.897,-6.49,9,9,0,1,2,2.81,0.904,605,547,58,1240.43,0,0,0,2
Jonas Hiller,2015-2016,CGY,26,23,3.85,0.872,-23.32,9,11,0,1,1,3.51,0.879,654,575,79,1350.87,0,0,0,0
Andrew Hammond,2015-2016,OTT,24,21,2.9,0.907,-0.38,7,11,0,4,1,2.65,0.914,712,651,61,1382.32,0,0,0,2
Braden Holtby,2016-2017,WSH,63,63,2.19,0.919,19.25,42,13,0,6,9,2.07,0.925,1690,1563,127,3680.17,0,0,0,0
Cam Talbot,2016-2017,EDM,73,73,2.53,0.913,12.21,42,22,0,8,7,2.39,0.919,2117,1946,171,4294.0,0,0,0,4
Sergei Bobrovsky,2016-2017,CBJ,63,63,2.18,0.925,33.45,41,17,0,5,7,2.06,0.9309999999999999,1854,1727,127,3707.07,0,0,0,8
Devan Dubnyk,2016-2017,MIN,65,63,2.38,0.917,18.41,40,19,0,5,5,2.25,0.9229999999999999,1842,1701,141,3758.0,0,0,0,10
Carey Price,2016-2017,MTL,62,62,2.36,0.917,17.25,37,20,0,5,3,2.23,0.9229999999999999,1794,1656,138,3708.13,0,1,1,4
Tuukka Rask,2016-2017,BOS,65,64,2.36,0.909,2.33,37,20,0,5,8,2.23,0.915,1610,1473,137,3679.5,0,2,2,0
Martin Jones,2016-2017,SJS,65,65,2.54,0.906,-2.72,35,23,0,6,2,2.4,0.912,1725,1573,152,3800.35,0,0,0,0
Frederik Andersen,2016-2017,TOR,66,66,2.83,0.912,8.58,33,16,0,14,4,2.67,0.9179999999999999,2052,1883,169,3799.33,0,1,1,16
Jake Allen,2016-2017,STL,61,60,2.56,0.909,2.2,33,20,0,5,4,2.42,0.915,1620,1482,138,3418.32,0,1,1,4
Matt Murray,2016-2017,PIT,49,47,2.55,0.917,14.48,32,10,0,4,4,2.41,0.9229999999999999,1450,1339,111,2765.8,0,2,2,0
Corey Crawford,2016-2017,CHI,55,55,2.7,0.912,8.34,32,18,0,4,2,2.55,0.9179999999999999,1691,1553,138,3246.87,0,1,1,2
Pekka Rinne,2016-2017,NSH,61,61,2.56,0.912,8.05,31,19,0,9,3,2.42,0.9179999999999999,1757,1613,144,3567.78,0,0,0,4
Henrik Lundqvist,2016-2017,NYR,57,55,2.9,0.905,-5.21,31,20,0,4,2,2.74,0.91,1650,1502,148,3240.43,0,1,1,0
Peter Budaj,2016-2017,"LAK,TBL",60,55,2.31,0.909,2.37,30,21,0,3,7,2.18,0.915,1414,1294,120,3308.27,0,1,1,0
Thomas Greiss,2016-2017,NYI,51,49,2.85,0.907,-0.26,26,18,0,5,3,2.69,0.9129999999999999,1453,1327,126,2813.28,0,1,1,0
Brian Elliott,2016-2017,CGY,49,45,2.7,0.905,-5.21,26,18,0,3,2,2.55,0.91,1338,1217,121,2844.42,0,0,0,4
Steve Mason,2016-2017,PHI,58,54,2.82,0.903,-8.34,26,21,0,8,3,2.66,0.9079999999999999,1556,1413,143,3224.62,0,1,1,0
Connor Hellebuyck,2016-2017,WPG,56,53,3.06,0.902,-9.96,26,19,0,4,4,2.89,0.907,1572,1426,146,3033.52,0,0,0,0
Cam Ward,2016-2017,CAR,61,61,2.85,0.9,-13.93,26,22,0,12,2,2.69,0.905,1711,1549,162,3617.92,0,1,1,6
Craig Anderson,2016-2017,OTT,40,40,2.41,0.92,15.92,25,11,0,4,5,2.28,0.9259999999999999,1247,1155,92,2421.23,0,1,1,0
John Gibson,2016-2017,ANA,52,49,2.35,0.918,15.36,25,16,0,9,6,2.22,0.924,1437,1328,109,2950.35,0,1,1,4
Robin Lehner,2016-2017,BUF,59,58,2.84,0.914,13.29,23,26,0,8,2,2.68,0.92,1910,1758,152,3405.47,0,1,1,6
Andrei Vasilevskiy,2016-2017,TBL,50,47,2.76,0.911,5.08,23,17,0,7,2,2.61,0.917,1480,1357,123,2831.27,0,2,2,2
Kari Lehtonen,2016-2017,DAL,59,52,3.02,0.897,-17.21,22,25,0,7,3,2.85,0.902,1546,1395,151,3177.15,0,1,1,4
Jonathan Bernier,2016-2017,ANA,39,33,2.65,0.909,1.98,21,7,0,4,2,2.5,0.915,982,899,83,1993.18,0,0,0,4
Cory Schneider,2016-2017,NJD,60,59,2.99,0.903,-8.87,20,27,0,11,2,2.82,0.9079999999999999,1781,1618,163,3472.83,0,0,0,0
Mike Condon,2016-2017,"PIT,OTT",41,38,2.63,0.908,1.1,19,14,0,6,5,2.48,0.914,1122,1026,96,2324.42,0,0,0,4
Mike Smith,2016-2017,ARI,55,55,3.09,0.908,1.42,19,26,0,9,3,2.92,0.914,1819,1663,156,3202.13,0,0,0,14
Scott Darling,2016-2017,CHI,32,27,2.52,0.918,8.9,18,5,0,5,2,2.38,0.924,877,810,67,1688.58,0,0,0,0
James Reimer,2016-2017,FLA,43,39,2.68,0.914,7.75,18,16,0,5,3,2.53,0.92,1222,1124,98,2324.58,0,0,0,2
Ryan Miller,2016-2017,VAN,54,54,2.96,0.908,0.32,18,29,0,6,3,2.8,0.914,1737,1587,150,3211.85,0,1,1,22
Chad Johnson,2016-2017,CGY,36,36,2.74,0.905,-3.14,18,15,0,1,3,2.59,0.91,969,882,87,2013.2,0,0,0,0
Ben Bishop,2016-2017,"TBL,LAK",39,37,2.69,0.905,-4.0,18,15,0,5,1,2.54,0.91,1040,946,94,2222.62,0,0,0,10
Marc-Andre Fleury,2016-2017,PIT,38,34,3.2,0.904,-4.8,18,10,0,7,1,3.02,0.909,1181,1074,107,2125.25,0,0,0,6
Petr Mrazek,2016-2017,DET,50,44,3.22,0.896,-18.48,18,21,0,9,1,3.04,0.9009999999999999,1462,1317,145,2857.52,0,0,0,2
Roberto Luongo,2016-2017,FLA,40,39,2.84,0.909,1.32,17,15,0,6,1,2.68,0.915,1217,1113,104,2326.57,0,1,1,4
Antti Raanta,2016-2017,NYR,30,26,2.39,0.916,6.67,16,8,0,2,4,2.26,0.922,782,721,61,1617.33,0,1,1,0
Calvin Pickard,2016-2017,COL,50,48,3.16,0.899,-13.56,15,31,0,2,2,2.98,0.904,1461,1321,140,2820.27,0,2,2,2
Philipp Grubauer,2016-2017,WSH,24,19,2.16,0.92,7.63,13,6,0,2,3,2.04,0.9259999999999999,585,542,43,1264.57,0,0,0,0
Carter Hutton,2016-2017,STL,30,21,2.53,0.907,-0.62,13,8,0,2,4,2.39,0.9129999999999999,663,605,58,1459.05,0,1,1,4
Jaroslav Halak,2016-2017,NYI,28,26,2.96,0.909,1.59,12,9,0,5,2,2.8,0.915,885,810,75,1605.48,0,1,1,0
Antti Niemi,2016-2017,DAL,37,30,3.49,0.887,-18.84,12,12,0,4,0,3.3,0.892,880,785,95,1728.5,0,0,0,0
Louis Domingue,2016-2017,ARI,31,26,3.26,0.903,-5.15,11,15,0,1,0,3.08,0.9079999999999999,888,806,82,1598.68,0,0,0,0
Michal Neuvirth,2016-2017,PHI,28,24,2.99,0.886,-13.29,11,11,0,1,0,2.82,0.8909999999999999,586,522,64,1363.63,0,0,0,2
Jimmy Howard,2016-2017,DET,26,24,2.22,0.921,9.42,10,11,0,1,1,2.1,0.927,675,626,49,1396.72,0,0,0,2
Anders Nilsson,2016-2017,BUF,26,23,2.83,0.917,8.17,10,10,0,4,1,2.67,0.9229999999999999,857,791,66,1484.25,0,0,0,0
Jacob Markstrom,2016-2017,VAN,26,23,2.79,0.905,-2.11,10,11,0,3,0,2.63,0.91,692,630,62,1416.97,0,0,0,2
Michael Hutchinson,2016-2017,WPG,28,20,3.09,0.898,-7.29,9,12,0,3,1,2.92,0.903,690,623,67,1378.33,0,0,0,0
